,Hindi,Kannada,devanagari_kannada
3115,"मेरे प्यारे देशवासियों Namo App पर मध्यप्रदेश से बेटी श्वेता लिखती है, और उसने लिखा है, सर, मैं क्लास 9th में हूँ मेरी बोर्ड की परीक्षा में अभी एक साल का समय है लेकिन मैं students और exam warriors के साथ आपकी बातचीत लगातार सुनती हूँ, मैंने आपको इसलिए लिखा है क्योंकि आपने हमें अब तक ये नहीं बताया है कि अगली परीक्षा पर चर्चा कब होगी |","ನನ್ನ ಪ್ರೀತಿಯ ದೇಶಬಾಂಧವರರೆ, ‘ನಮೊ ಯ್ಯಾಪ್’ ನಲ್ಲಿ ಮಧ್ಯಪ್ರದೇಶದಿಂದ ಮಗಳು ಶ್ವೇತಾ ಬರೆಯುತ್ತಾಳೆ- ಸರ್, ನಾನು 9ನೇ ಕ್ಲಾಸಿನಲ್ಲಿ ಓದುತ್ತಿದ್ದೇನೆ, ನನ್ನ ಬೋರ್ಡ ಪರೀಕ್ಷೆಗಳಿಗೆ ಇನ್ನೂ ಒಂದು ವರ್ಷವಿದೆ ಆದರೆ ನಾನು ‘ಸ್ಟೂಡೆಂಟ್ಸ ಎಂಡ್ ಎಗ್ಜಾಮ್ ವರೀಜ್’ ವಿಷಯದ ಬಗ್ಗೆ ತಮ್ಮ ಮಾತುಗಳನ್ನು ಯಾವಾಗಲೂ ಕೇಳುತ್ತಿರುತ್ತೇನೆ.
ನಾನು ಏಕೆ ತಮಗೆ ಬರೆಯುತ್ತಿದ್ದೇನೆಂದರೆ ಮುಂದಿನ ಪರೀಕ್ಷೆಗಳ ಬಗ್ಗೆ ಚರ್ಚೆ ಯಾವಾಗ ನಡೆಯುತ್ತದೆ ಎಂದು ತಾವು ಇನ್ನೂ ತಿಳಿಸಿಲ್ಲ.","नन्न प्रीतिय देशबांधवररॆ, ‘नमॊ य्याप्’ नल्लि मध्यप्रदेशदिंद मगळु श्वेता बरॆयुत्ताळॆ- सर्, नानु 9ने क्लासिनल्लि ओदुत्तिद्देनॆ, नन्न बोर्ड परीक्षॆगळिगॆ इन्नू ऒंदु वर्षविदॆ आदरॆ नानु ‘स्टूडॆंट्स ऎंड् ऎग्जाम् वरीज्’ विषयद बग्गॆ तम्म मातुगळन्नु यावागलू केळुत्तिरुत्तेनॆ.
नानु एकॆ तमगॆ बरॆयुत्तिद्देनॆंदरॆ मुंदिन परीक्षॆगळ बग्गॆ चर्चॆ यावाग नडॆयुत्तदॆ ऎंदु तावु इन्नू तिळिसिल्ल."
3116,कृपया आप इसे जल्द से जल्द करें |,ದಯವಿಟ್ಟು ಇದನ್ನು ಆದಷ್ಟು ಬೇಗ ಮಾಡಿರಿ.,दयविट्टु इदन्नु आदष्टु बेग माडिरि.
3117,"अगर, सम्भव हो तो, जनवरी में ही इस कार्यक्रम का आयोजन करें |",ಸಾಧ್ಯವಾದರೆ ಇದನ್ನು ಬರುವ ಜನುವರಿಯಲ್ಲಿಯೇ ಆಯೋಜಿಸಿರಿ.,साध्यवादरॆ इदन्नु बरुव जनुवरियल्लिये आयोजिसिरि.
3118,"साथियो, ‘मन की बात’ के बारे में मुझे यही बात बहुत अच्छी लगती है - मेरे युवा-मित्र, मुझे, जिस अधिकार और स्नेह के साथ शिकायत करते हैं, आदेश देते हैं, सुझाव देते हैं - यह देख कर मुझे बहुत खुशी होती है |","ಬಂಧುಗಳೇ, ‘ಮನ್ ಕಿ ಬಾತ್’ ಬಗ್ಗೆ ನನಗೆ ಇದೇ ಮಾತು ಬಹಳ ಇಷ್ಟವಾಗುತ್ತದೆ.
ನನ್ನ ಯುವ ಮಿತ್ರ, ನನಗೆ ಯಾವ ಅಧಿಕಾರ ಹಾಗೂ ಸ್ನೇಹದೊಂದಿಗೆ ದೂರು ನೀಡುತ್ತಾರೆ, ಆದೇಶ ನೀಡುತ್ತಾರೆ, ಸಲಹೆ ನೀಡುತ್ತಾರೆ- ಇದನ್ನು ಕಂಡು ನನಗೆ ಬಹಳ ಖುಷಿಯಾಗುತ್ತದೆ.","बंधुगळे, ‘मन् कि बात्’ बग्गॆ ननगॆ इदे मातु बहळ इष्टवागुत्तदॆ.
नन्न युव मित्र, ननगॆ याव अधिकार हागू स्नेहदॊंदिगॆ दूरु नीडुत्तारॆ, आदेश नीडुत्तारॆ, सलहॆ नीडुत्तारॆ- इदन्नु कंडु ननगॆ बहळ खुषियागुत्तदॆ."
3119,"श्वेता जी, आपने बहुत ही सही समय पर इस विषय को उठाया है |","ಶ್ವೇತಾ ಅವರೆ, ನೀವು ಬಹಳ ಸರಿಯಾದ ಸಮಯದಲ್ಲಿ ಈ ವಿಷಯವನ್ನು ಪ್ರಸ್ತಾಪಿಸಿದ್ದೀರಿ.","श्वेता अवरॆ, नीवु बहळ सरियाद समयदल्लि ई विषयवन्नु प्रस्तापिसिद्दीरि."
3120,"परीक्षाएँ आने वाली हैं, तो, हर साल की तरह हमें परीक्षा पर चर्चा भी करनी है |","ಪರೀಕ್ಷೆಗಳು ಬರುತ್ತಲಿವೆ, ಹಾಗಾದರೆ, ಪ್ರತಿ ವರ್ಷದಂತೆ ನಾವು ಪರೀಕ್ಷೆಗಳ ಬಗ್ಗೆ ಚರ್ಚೆ ಮಾಡಬೇಕಿದೆ.","परीक्षॆगळु बरुत्तलिवॆ, हागादरॆ, प्रति वर्षदंतॆ नावु परीक्षॆगळ बग्गॆ चर्चॆ माडबेकिदॆ."
3121,"आपकी बात सही है इस कार्यक्रम को थोड़ा पहले आयोजित करने की आवश्यकता है !पिछले कार्यक्रम के बाद कई लोगों ने इसे और अधिक प्रभावी बनाने के लिए अपने सुझाव भी भेजे हैं, और, शिकायत भी की थी कि पिछली बार देर से हुआ था, परीक्षा एकदम से निकट आ गई थी |","ಕಳೆದ ಕಾರ್ಯಕ್ರಮದ ನಂತರ ಹಲವಾರು ಜನರು ಇದನ್ನು ಇನ್ನೂ ಹೆಚ್ಚು ಪರಿಣಾಮಕಾರಿಯಾಗಿಸಲು ತಮ್ಮ ಸಲಹೆಗಳನ್ನೂ ನೀಡಿದ್ದಾರೆ.
ಮತ್ತು ದೂರನ್ನೂ ನೀಡಿದ್ದಾರೆ ಏಕೆಂದರೆ ಕಳೆದ ಸಲ ತಡವಾಗಿ ಮಾಡಲಾಯಿತು, ಪರೀಕ್ಷೆಗಳು ಬಹಳ ಸಮೀಪವಿದ್ದವು.","कळॆद कार्यक्रमद नंतर हलवारु जनरु इदन्नु इन्नू हॆच्चु परिणामकारियागिसलु तम्म सलहॆगळन्नू नीडिद्दारॆ.
मत्तु दूरन्नू नीडिद्दारॆ एकॆंदरॆ कळॆद सल तडवागि माडलायितु, परीक्षॆगळु बहळ समीपविद्दवु."
3122,"और श्वेता का सुझाव सही है कि मुझे, इसको, जनवरी में करना चाहिए HRD Ministry और MyGov की टीम, मिलकर, इस पर काम कर रही हैं |","ಅಲ್ಲದೆ ಶ್ವೇತಾಳ ಸಲಹೆ ಸರಿಯಾಗಿಯೇ ಇದೆ, ನಾನಿದನ್ನು ಜನೇವರಿಯಲ್ಲಿಯೇ ಮಾಡಬೇಕು.
‘ಎಚ್ ಆರ್ ಡಿ ಮಿನಿಸ್ಟ್ರೀ’ ಮತ್ತು ‘ಮಾಯ್ ಗೌ’ ನ ಟೀಮ್ ಕೂಡಿಕೊಂಡು ಇದರ ಕಾರ್ಯ ಮಾಡುತ್ತಿದ್ದಾರೆ.","अल्लदॆ श्वेताळ सलहॆ सरियागिये इदॆ, नानिदन्नु जनेवरियल्लिये माडबेकु.
‘ऎच् आर् डि मिनिस्ट्री’ मत्तु ‘माय् गौ’ न टीम् कूडिकॊंडु इदर कार्य माडुत्तिद्दारॆ."
3123,"लेकिन, मैं, कोशिश करुगां, इस बार परीक्षा पर चर्चा जनवरी की शुरू में या बीच में हो जाए |",ಈ ಸಲದ ಪರಿಕ್ಷೆಗಳ ಮೇಲಿನ ಚರ್ಚೆಯನ್ನು ಜನೇವರಿ ಯ ಆರಂಭದಲ್ಲಿ ಇಲ್ಲವೆ ಮಧ್ಯದಲ್ಲಿ ಮಾಡಲು ನಾನು ಪ್ರಯತ್ನಿಸಿತ್ತೇನೆ.,ई सलद परिक्षॆगळ मेलिन चर्चॆयन्नु जनेवरि य आरंभदल्लि इल्लवॆ मध्यदल्लि माडलु नानु प्रयत्निसित्तेनॆ.
3124,देश भर के विद्यार्थियों-साथियों के पास दो अवसर हैं |,ದೇಶದ ಎಲ್ಲ ವಿದ್ಯಾರ್ಥಿಗಳಲ್ಲಿ ಮತ್ತು ಬಂಧುಗಳಲ್ಲಿ ಎರಡು ಅವಕಾಶಗಳಿವೆ.,देशद ऎल्ल विद्यार्थिगळल्लि मत्तु बंधुगळल्लि ऎरडु अवकाशगळिवॆ.
3125,दिल्ली के लिए देश-भर से विद्यार्थियों का चयन MyGov के माध्यम से किया जाएगा |,ದಿಲ್ಲಿಯ ಕಾರ್ಯಕ್ರಮಕ್ಕಾಗಿ ದೇಶದ ವಿದ್ಯಾರ್ಥಿಗಳಿಗಾಗಿ ‘ಮಾಯ್ ಗೌ’ ದ ಮುಖಾಂತರ ಆಯ್ಕೆಯನ್ನು ಮಾಡಲಾಗುವುದು.,दिल्लिय कार्यक्रमक्कागि देशद विद्यार्थिगळिगागि ‘माय् गौ’ द मुखांतर आय्कॆयन्नु माडलागुवुदु.
3126,"साथियो, हम सबको मिलकर परीक्षा के भय को भगाना है |","ಬಂಧುಗಳೆ, ನಾವೆಲ್ಲರು ಸೇರಿ ಪರೀಕ್ಷೆಯ ಭಯವನ್ನು ಓಡಿಸಬೇಕಿದೆ.","बंधुगळॆ, नावॆल्लरु सेरि परीक्षॆय भयवन्नु ओडिसबेकिदॆ."
3127,"मेरे युवा-साथी परीक्षाओं के समय हँसते-खिलखिलाते दिखें, Parents तनाव मुक्त हों, Teachers आश्वस्त हों, इसी उद्देश्य को लेकर, पिछले कई सालों से, हम, ‘मन की बात’ के माध्यम से ‘परीक्षा पर चर्चा’ Town Hall के माध्यम से या फिर Exam Warrior’s Book के माध्यम से लगातार प्रयास कर रहें हैं |","ನನ್ನ ಯುವ ಮಿತ್ರರು ಪರೀಕ್ಷೆಯ ಸಮಯದಲ್ಲಿ ನಗು-ನಗುತ್ತ, ಆಡುತ್ತ ಕಾಣಬೇಕು.
ಪೋಷಕರು ಒತ್ತಡದಿಂದ ಮುಕ್ತರಾಗಿರಬೇಕು.","नन्न युव मित्ररु परीक्षॆय समयदल्लि नगु-नगुत्त, आडुत्त काणबेकु.
पोषकरु ऒत्तडदिंद मुक्तरागिरबेकु."
3128,"इस मिशन को देश-भर के विद्यार्थियों ने, Parents ने, और Teachers ने गति दी इसके लिए मैं इन सबका आभारी हूँ, और, आने वाली परीक्षा चर्चा का कार्यक्रम हम सब मिलकर के मनाएँ - आप सब को निमंत्रण हैं |","ಶಿಕ್ಷಕರು ಆತ್ಮವಿಶ್ವಾಸದಿಂದಿರಬೇಕು.
ಇದೇ ಉದ್ದೇಶದೊಂದಿಗೆ ಕಳೆದ ಹಲವು ವರ್ಷಗಳಿಂದ ನಾವು ‘ಮನ್ ಕಿ ಬಾತ್’ ಮುಖೇನ ‘ಪರೀಕ್ಷೆಗಳ ಬಗ್ಗೆ ಚರ್ಚೆ, ‘ಟೌನ್ ಹಾಲ್’ ಮುಖೇನ ಪುನ:","शिक्षकरु आत्मविश्वासदिंदिरबेकु.
इदे उद्देशदॊंदिगॆ कळॆद हलवु वर्षगळिंद नावु ‘मन् कि बात्’ मुखेन ‘परीक्षॆगळ बग्गॆ चर्चॆ, ‘टौन् हाल्’ मुखेन पुन:"
3129,"साथियो, पिछले ‘मन की बात’ में हमने 2010 में अयोध्या मामले में आये इलाहाबाद हाई कोर्ट के Judgement के बारे में चर्चा की थी, और, मैंने कहा था कि देश ने तब किस तरह से शांति और भाई-चारा बनाये रखा था |","‘ಎಗ್ಜಾಮ್ ವಾರಿಯರ್ಸ ಬುಕ್’ ನ ಸಹಾಯದೊಂದಿಗೆ ಸತತ ಪ್ರಯತ್ನಶೀಲರಾಗಿದ್ದೇವೆ.
ಈ ಮಿಶನ್ ಅನ್ನು ದೇಶದಾದ್ಯಂತ ವಿದ್ಯಾರ್ಥಿಗಳು, ಪೋಷಕರು ಮತ್ತು ಶಿಕ್ಷಕರು ಸೇರಿ ಒಂದು ಮಾರ್ಗ ನೀಡಿದ್ದಾರೆ ಅದಕ್ಕಾಗಿ ನಾನು ಅವರೆಲ್ಲರಿಗೆ ಆಭಾರಿಯಾಗಿದ್ದೇನೆ.","‘ऎग्जाम् वारियर्स बुक्’ न सहायदॊंदिगॆ सतत प्रयत्नशीलरागिद्देवॆ.
ई मिशन् अन्नु देशदाद्यंत विद्यार्थिगळु, पोषकरु मत्तु शिक्षकरु सेरि ऒंदु मार्ग नीडिद्दारॆ अदक्कागि नानु अवरॆल्लरिगॆ आभारियागिद्देनॆ."
