,Kannada,Sanskrit,devanagari_kannada
3515,ನೀವೆಲ್ಲರೂ ಅಕ್ಟೋಬರ್ 2 ರಂದು ಒಮ್ಮೆ ಬಳಸಿ ಬಿಸಾಡುವ ಪ್ಲಾಸ್ಟಿಕ್ ನಿಂದ ಮುಕ್ತಿಗಾಗಿ ನಡೆಯಲಿರುವ ಅಭಿಯಾನದಲ್ಲಿ ಪಾಲ್ಗೊಳ್ಳಲಿದ್ದೀರಿ ಎಂಬ ವಿಶ್ವಾಸ ನನಗಿದೆ.,अहं पूर्णतः विश्वस्तः अस्मि यद्भवन्तः द्वितीये ओक्टोबरे एकलप्रयुक्तघट्यातुतः मुक्त्यै आरप्स्यमाणस्य अभियानस्य सहभागिनः भविष्यन्ति।,नीवॆल्लरू अक्टोबर् 2 रंदु ऒम्मॆ बळसि बिसाडुव प्लास्टिक् निंद मुक्तिगागि नडॆयलिरुव अभियानदल्लि पाल्गॊळ्ळलिद्दीरि ऎंब विश्वास ननगिदॆ.
3516,ಅಲ್ಲಲ್ಲಿ ಜನರು ತಮ್ಮದೇ ರೀತಿಯಲ್ಲಿ ಈ ಆಂದೋಲನಕ್ಕೆ ಕೊಡುಗೆ ನೀಡುತ್ತಿದ್ದಾರೆ.,स्थाने स्थाने जनाः विशिष्टविधासु एतस्मिन् अभियाने योगदानं कुर्वन्ति।,अल्लल्लि जनरु तम्मदे रीतियल्लि ई आंदोलनक्कॆ कॊडुगॆ नीडुत्तिद्दारॆ.
3517,ಆದರೆ ನಮ್ಮ ದೇಶದ ಯುವಕನೊಬ್ಬ ಬಹಳ ವಿಶಿಷ್ಟ ರೀತಿಯಲ್ಲಿ ಒಂದು ಬಹುದೊಡ್ಡ ಪ್ರಚಾರಾಂದೋಲನ ಆರಂಭಿಸಿದ್ದಾನೆ.,परं अस्माकं देशस्य एकेन युवजनेन एकम् अद्वितीयम् अभियानं संचालितम्।,आदरॆ नम्म देशद युवकनॊब्ब बहळ विशिष्ट रीतियल्लि ऒंदु बहुदॊड्ड प्रचारांदोलन आरंभिसिद्दानॆ.
3518,ಅವರ ಕೆಲಸದತ್ತ ನನ್ನ ಗಮನ ಹರಿದಾಗ ಅವರಿಗೆ ದೂರವಾಣಿ ಕರೆ ಮಾಡಿ ಅವರ ಕೆಲಸದ ಬಗ್ಗೆ ತಿಳಿಯುವ ಪ್ರಯತ್ನ ಮಾಡಿದೆ.,तस्योपरि यदा मम अवधानम् आकृष्टम् तदा अहं दूरभाषेण संभाषणं विधाय एतस्य नवप्रयोगस्य बोधाय प्रयासं कृतवान्।,अवर कॆलसदत्त नन्न गमन हरिदाग अवरिगॆ दूरवाणि करॆ माडि अवर कॆलसद बग्गॆ तिळियुव प्रयत्न माडिदॆ.
3519,ಅವರ ಈ ಮಾತುಗಳು ದೇಶದ ಇತರರಿಗೂ ಉಪಯುಕ್ತವಾಗಬಹುದು.,तस्य सूचनाः अन्येषां जनानां कृतेऽपि उपयोगिन्यः भवितुमर्हन्ति।,अवर ई मातुगळु देशद इतररिगू उपयुक्तवागबहुदु.
3520,ಶ್ರೀಯುತ ರಿಪುದಮನ್ ಬೆಲ್ವಿಯವರು ಒಂದು ವಿನೂತನ ಪ್ರಯತ್ನ ಮಾಡುತ್ತಿದ್ದಾರೆ.,श्रीमान् रिपुदमन बेल्वी एकं अद्भुतं प्रयासं करोति।,श्रीयुत रिपुदमन् बॆल्वियवरु ऒंदु विनूतन प्रयत्न माडुत्तिद्दारॆ.
3521,ಅವರು Plogging ಮಾಡುತ್ತಾರೆ.,एतद्हि ‘प्लोगिंग्’ इतिनाम्ना ज्ञायते।,अवरु Plogging माडुत्तारॆ.
3522,ಮೊದಲ ಬಾರಿಗೆ ನಾನು Plogging ಶಬ್ದ ಕೇಳಿದಾಗ ನನಗೂ ಹೊಸದೆನಿಸಿತು.,यदाहं प्रथमं वारं प्लोगिंग् शब्दं अशृण्वं तर्हि मम कृतेऽपि नूतनः एवासीत्।,मॊदल बारिगॆ नानु Plogging शब्द केळिदाग ननगू हॊसदॆनिसितु.
3523,"ವಿದೇಶಗಳಲ್ಲಿ ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಈ ಪದದ ಬಳಕೆಯಿದೆ.
ಆದರೆ ಭಾರತದಲ್ಲಿ ರಿಪುದಮನ್ ಬೆಲ್ವಿಯವರು ಇದರ ಪ್ರಚಾರವನ್ನು ಬಹಳಷ್ಟು ಮಾಡಿದ್ದಾರೆ.","विदेशेषु कदाचित् एषः शब्दः यदा कदाचित् प्रयुक्तः भवेत्, परं भारते तु एषः रिपुदमनबेल्वी महोदयेन एव प्रचारितः।","विदेशगळल्लि स्वल्पमट्टिगॆ ई पदद बळकॆयिदॆ.
आदरॆ भारतदल्लि रिपुदमन् बॆल्वियवरु इदर प्रचारवन्नु बहळष्टु माडिद्दारॆ."
3524,ಬನ್ನಿ ಅವರೊಂದಿಗೆ ಒಂದಿಷ್ಟು ಮಾತನಾಡೋಣ.,"आगच्छन्तु, तेन साकं अस्मिन् विषये किंचित् सम्भाषणं कुर्मः।",बन्नि अवरॊंदिगॆ ऒंदिष्टु मातनाडोण.
3525,ಮೋದಿಜಿ:,मोदिमहोदयः,मोदिजि:
3526,"ಹಲ್ಲೋ ರಿಪುದಮನ್ ಅವರೇ ನಮಸ್ಕಾರ.
ನಾನು ನರೇಂದ್ರ ಮೋದಿ ಮಾತನಾಡುತ್ತಿದ್ದೇನೆ.","हरिः ऊँ रिपुदमन महोदय! नमस्कारः, अहं नरेन्द्रमोदी वदन् अस्मि।","हल्लो रिपुदमन् अवरे नमस्कार.
नानु नरेंद्र मोदि मातनाडुत्तिद्देनॆ."
3527,ರಿಪುದಮನ್ :,रिपुदमनः :,रिपुदमन् :
3528,ಹೇಳಿ ಸರ್ ತುಂಬಾ ಧನ್ಯವಾದಗಳು ಸರ್.,"आम्, महोदय! बहुशो धन्यवादः श्रीमन्!",हेळि सर् तुंबा धन्यवादगळु सर्.
3529,".
.",मोदिमहोदयः :,".
."
3530,ಮೋದಿಜಿ:,रिपुदमन्-महोदय!,मोदिजि:
3531,ರಿಪುದಮನ್ ಅವರೇರಿಪುದಮನ್ :,रिपुदमनः :,रिपुदमन् अवरेरिपुदमन् :
3532,ಹಾಂ ಹೇಳಿ ಸರ್ಮೋದಿಜಿ:,"आम्, श्रीमन्!",हां हेळि सर्मोदिजि:
3533,ನೀವು Plogging ಬಗ್ಗೆ ಇಷ್ಟೊಂದು ಸಮರ್ಪಣಾಭಾವದಿಂದ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಿರಿಪುದಮನ್ :,मोदिमहोदयः :,नीवु Plogging बग्गॆ इष्टॊंदु समर्पणाभावदिंद कॆलस माडुत्तिद्दीरिरिपुदमन् :
3534,ಹಾಗಾಗಿ ನಾನೇ ಸ್ವತಃ ಫೋನ್ ಮಾಡಿ ನಿಮ್ಮನ್ನು ಕೇಳೋಣ ಎಂದುಕೊಂಡೆ.,धावनेन सह स्वच्छीकरणाभियानम् आदाय इयत्समर्पितभावेन कार्यं कुर्वन् अस्ति भवान्।,हागागि नाने स्वतः फोन् माडि निम्मन्नु केळोण ऎंदुकॊंडॆ.
3535,ರಿಪುದಮನ್ :,रिपुदमनः :,रिपुदमन् :
3536,ಓಕೆ .,"आम्, श्रीमन्!",ओकॆ .
3537,ಮೋದಿಜಿ:,मोदिमहोदयः :,मोदिजि:
3538,"ನಿಮ್ಮ ಮನದಲ್ಲಿ ಈ ಆಲೋಚನೆ ಹೇಗೆ ಬಂತು.
.","तावत् मम मनसि जिज्ञासा आसीत्, अतः चिन्तितं मया यत् अहं स्वयमेव दूरभाषं विधाय पृच्छेयं भवन्तम्। रिपुदमनः :","निम्म मनदल्लि ई आलोचनॆ हेगॆ बंतु.
."
3539,ರಿಪುದಮನ್:,अस्तु। मोदिमहोदयः  :,रिपुदमन्:
3540,ಹಾಂ ಹೇಳಿ ಸರ್.,इयं कल्पना कुतः समायाता भवदीयमनसि? रिपुदमनः :,हां हेळि सर्.
3541,.,अस्तु एवं महोदय!,.
3542,ಮೋದಿಜಿ:,मोदिमहोदयः :,मोदिजि:
3543,"ಈ ಶಬ್ದ, ಈ ರೀತಿ ಪದ್ಧತಿ ಹೇಗೆ ಮನದಲ್ಲಿ ಮೂಡಿತು.","अयं शब्दः, अयं प्रकारविशेषः कथं मनसि समायातः।","ई शब्द, ई रीति पद्धति हेगॆ मनदल्लि मूडितु."
3544,ರಿಪುದಮನ್ :,रिपुदमनः :,रिपुदमन् :
3545,"ಸರ್, ಯುವಕರಿಗೆ ಸ್ಫೂರ್ತಿ ತುಂಬಲು ಇಂದು ಕೂಲ್ ಆಗಿರುವಂಥದ್ದು, ಆಸಕ್ತಿಕರವಾಗಿರುವಂಥದ್ದು ಬೇಕು.
ನಾನು ಸ್ಫೂರ್ತಿ ಪಡೆದಿದ್ದೇನೆ.","महाशय! युवभिः अद्यत्वे किमपि आधुनिकं काम्यते, रुचिकरं च किञ्चिद् इष्यते। तान् प्रेरयितुं तु अहं स्वयं प्रेरितः अभवम्।","सर्, युवकरिगॆ स्फूर्ति तुंबलु इंदु कूल् आगिरुवंथद्दु, आसक्तिकरवागिरुवंथद्दु बेकु.
नानु स्फूर्ति पडॆदिद्देनॆ."
3546,"ನನಗೆ 130 ಕೋಟಿ ಭಾರತೀಯರಿಗೆ ಈ ಅಭಿಯಾನದಲ್ಲಿ ಜೋಡಿಸಬೇಕಾದರೆ ಏನಾದರೂ ಕೂಲ್ ಮತ್ತು ಆಸಕ್ತಿದಾಯಕವಾದದ್ದನ್ನು ಮಾಡಬೇಕಿತ್ತು.
ನಾನು ಸ್ವತಃ ಒಬ್ಬ ರನ್ನರ್ ಆಗಿದ್ದೇನೆ.","यदि मया 130 कोटिसङ्ख्याकाः भारतीयाः अभियानेऽस्मिन् योजनीयाः, तदा किमपि सुष्ठु किञ्चिद् रुचिकरं च करणीयम् आसीत्। अहं तु स्वयमेव धावकः एकः, अथ प्रभाते यदा वयं धावनं कुर्मः तदा यातायातपरः सम्मर्दः न्यूनः भवति, यदा च जनाः न्यूनाः भवन्ति तदा अवकरः क्षिप्तजातम् अभिघट्यपदार्थश्चसर्वतः आधिक्येन दृष्टिपथे आयाति।
अतः तत्स्थितौ अवस्थानं परिदेवनं च अतिरिच्य अहं व्यचिन्तयं यत् एतस्मिन् विषये किमपि कुर्मः। ततः धावनपरेण समूहेन सह दिल्ल्यां प्रारब्धम् अस्माकम् अभियानम्।","ननगॆ 130 कोटि भारतीयरिगॆ ई अभियानदल्लि जोडिसबेकादरॆ एनादरू कूल् मत्तु आसक्तिदायकवादद्दन्नु माडबेकित्तु.
नानु स्वतः ऒब्ब रन्नर् आगिद्देनॆ."
3547,ನಾವು ಬೆಳಿಗ್ಗೆ ಓಡುವಾಗ ವಾಹನ ದಟ್ಟಣೆ ಕಡಿಮೆ ಇರುತ್ತದೆ.,"एकैकस्थानतः बहुप्राशस्यम् आप्तम् अस्माभिः
मोदिमहोदयः :",नावु बॆळिग्गॆ ओडुवाग वाहन दट्टणॆ कडिमॆ इरुत्तदॆ.
3548,ಜನರು ಕಡಿಮೆ ಇರುತ್ತಾರೆ.,वस्तुतः किं करोति स्म भवान्?,जनरु कडिमॆ इरुत्तारॆ.
